,step,data_seen,loss,lr
73,1739,55680,0.23706636,6.5472035e-05
74,1749,56000,0.23245671,6.573339e-05
75,1759,56320,0.21633002,6.599474e-05
76,1769,56640,0.22167315,6.6256034e-05
77,1779,56960,0.2256427,6.651733e-05
78,1789,57280,0.22336568,6.677868e-05
79,1799,57600,0.22479011,6.704003e-05
80,1809,57920,0.23429921,6.730133e-05
81,1819,58240,0.21119604,6.756268e-05
82,1829,58560,0.2253083,6.782403e-05
83,1839,58880,0.21497796,6.8085385e-05
84,1849,59200,0.22093518,6.834668e-05
85,1859,59520,0.21808445,6.860803e-05
86,1869,59840,0.22290209,6.886938e-05
87,1879,60160,0.22518452,6.9130736e-05
88,1889,60480,0.22354609,6.939203e-05
89,1899,60800,0.2296645,6.965338e-05
90,1909,61120,0.2221738,6.9914735e-05
91,1919,61440,0.20581792,7.017603e-05
92,1929,61760,0.22933854,7.043732e-05
93,1939,62080,0.21120417,7.0698676e-05
94,1949,62400,0.22286658,7.096003e-05
95,1959,62720,0.21532851,7.122138e-05
96,1969,63040,0.21133679,7.1482675e-05
97,1979,63360,0.20150258,7.174403e-05
98,1989,63680,0.21637873,7.200538e-05
0,1999,64000,0.21721423,7.226673e-05
1,2009,64320,0.22399625,7.2528026e-05
2,2019,64640,0.22411832,7.278938e-05
3,2029,64960,0.22827399,7.305073e-05
4,2039,65280,0.2123235,7.331208e-05
5,2049,65600,0.21280465,7.357332e-05
6,2059,65920,0.21639492,7.383467e-05
7,2069,66240,0.24199966,7.4096024e-05
8,2079,66560,0.22187841,7.435738e-05
9,2089,66880,0.20281294,7.461867e-05
10,2099,67200,0.2110917,7.488002e-05
11,2109,67520,0.20824243,7.5141375e-05
12,2119,67840,0.24724248,7.540273e-05
13,2129,68160,0.2585005,7.566402e-05
14,2139,68480,0.20841727,7.5925374e-05
15,2149,68800,0.20744753,7.618673e-05
16,2159,69120,0.21149617,7.644808e-05
17,2169,69440,0.20155947,7.670937e-05
18,2179,69760,0.21360654,7.6970726e-05
19,2189,70080,0.20704263,7.723202e-05
20,2199,70400,0.21843836,7.749337e-05
21,2209,70720,0.2195701,7.775467e-05
22,2219,71040,0.21124208,7.801602e-05
23,2229,71360,0.22268422,7.827737e-05
24,2239,71680,0.19970736,7.8538724e-05
25,2249,72000,0.21215856,7.880002e-05
26,2259,72320,0.20831674,7.906137e-05
27,2269,72640,0.27171803,7.932272e-05
28,2279,72960,0.20037147,7.9584075e-05
29,2289,73280,0.2654997,7.984537e-05
30,2299,73600,0.20682338,8.010672e-05
31,2309,73920,0.19035947,8.0368016e-05
32,2319,74240,0.21039456,8.062937e-05
33,2329,74560,0.20015332,8.089066e-05
34,2339,74880,0.21766439,8.1152015e-05
35,2349,75200,0.20709294,8.141337e-05
36,2359,75520,0.21812761,8.167472e-05
37,2369,75840,0.20871666,8.1936014e-05
38,2379,76160,0.20950282,8.2197366e-05
39,2389,76480,0.21024218,8.245872e-05
40,2399,76800,0.22540899,8.272007e-05
41,2409,77120,0.21201904,8.2981365e-05
42,2419,77440,0.22092633,8.324272e-05
43,2429,77760,0.21608987,8.350407e-05
44,2439,78080,0.18656874,8.376542e-05
45,2449,78400,0.21414566,8.402672e-05
46,2459,78720,0.19897002,8.428801e-05
47,2469,79040,0.2043674,8.454936e-05
48,2479,79360,0.21515834,8.4810716e-05
49,2489,79680,0.21985893,8.507201e-05
50,2499,80000,0.19990875,8.533336e-05
51,2509,80320,0.20968112,8.5594715e-05
52,2519,80640,0.19301951,8.585607e-05
53,2529,80960,0.2082761,8.611736e-05
54,2539,81280,0.19983178,8.637871e-05
55,2549,81600,0.20668885,8.6640066e-05
56,2559,81920,0.19888394,8.690142e-05
57,2569,82240,0.19736363,8.7162654e-05
58,2579,82560,0.2115973,8.742401e-05
59,2589,82880,0.22362733,8.768536e-05
60,2599,83200,0.21746702,8.794671e-05
61,2609,83520,0.22434862,8.8208006e-05
62,2619,83840,0.21376409,8.846936e-05
63,2629,84160,0.20298843,8.873071e-05
64,2639,84480,0.2253915,8.899206e-05
65,2649,84800,0.20034927,8.925336e-05
66,2659,85120,0.21365374,8.951471e-05
67,2669,85440,0.20065872,8.977606e-05
68,2679,85760,0.22279614,9.0037414e-05
69,2689,86080,0.20288534,9.029871e-05
70,2699,86400,0.21476033,9.056006e-05
71,2709,86720,0.21080315,9.082141e-05
72,2719,87040,0.20443256,9.108271e-05
73,2729,87360,0.191894,9.1344e-05
74,2739,87680,0.22882104,9.1605354e-05
75,2749,88000,0.21337627,9.186671e-05
76,2759,88320,0.21031585,9.212806e-05
77,2769,88640,0.20326462,9.238935e-05
78,2779,88960,0.19147702,9.2650705e-05
79,2789,89280,0.20108351,9.291206e-05
80,2799,89600,0.20253968,9.317341e-05
81,2809,89920,0.2167997,9.3434704e-05
82,2819,90240,0.19488062,9.369606e-05
83,2829,90560,0.2626341,9.395741e-05
84,2839,90880,0.20686573,9.42187e-05
85,2849,91200,0.19535743,9.448e-05
86,2859,91520,0.20210242,9.474135e-05
87,2869,91840,0.2025418,9.50027e-05
88,2879,92160,0.22102737,9.5264055e-05
89,2889,92480,0.1960194,9.552535e-05
90,2899,92800,0.22748402,9.57867e-05
91,2909,93120,0.22283524,9.6048054e-05
92,2919,93440,0.2101698,9.630935e-05
93,2929,93760,0.19502908,9.65707e-05
94,2939,94080,0.22108941,9.683205e-05
95,2949,94400,0.1872156,9.7093405e-05
96,2959,94720,0.19786036,9.73547e-05
97,2969,95040,0.20506734,9.761605e-05
98,2979,95360,0.21493734,9.7877346e-05
0,2989,95680,0.21230796,9.81387e-05
1,2999,96000,0.19752818,9.839999e-05
2,3009,96320,0.18283378,9.8661345e-05
3,3019,96640,0.21894847,9.89227e-05
4,3029,96960,0.1962994,9.918405e-05
5,3039,97280,0.19558913,9.9445344e-05
6,3049,97600,0.2092016,9.9706696e-05
7,3059,97920,0.19937098,9.996805e-05
8,3069,98240,0.20223421,0.0001002294
9,3079,98560,0.19279018,0.000100490695
10,3089,98880,0.20423946,0.00010075205
11,3099,99200,0.2106264,0.00010101334
12,3109,99520,0.21123353,0.000101274694
13,3119,99840,0.20944607,0.00010153599
14,3129,100160,0.20054248,0.00010179734
15,3139,100480,0.19717923,0.00010205869
16,3149,100800,0.22215438,0.000102320046
17,3159,101120,0.19537058,0.00010258134
18,3169,101440,0.2190089,0.00010284269
19,3179,101760,0.20438898,0.000103104045
20,3189,102080,0.20609955,0.0001033654
21,3199,102400,0.19079638,0.00010362669
22,3209,102720,0.20165294,0.000103888044
23,3219,103040,0.20614296,0.000104149396
24,3229,103360,0.19938219,0.00010441075
25,3239,103680,0.2057017,0.00010467204
26,3249,104000,0.22197816,0.00010493334
27,3259,104320,0.21191949,0.00010519469
28,3269,104640,0.19017741,0.00010545604
29,3279,104960,0.19040328,0.000105717336
30,3289,105280,0.1944156,0.00010597869
31,3299,105600,0.20168668,0.00010624004
32,3309,105920,0.23478001,0.00010650139
33,3319,106240,0.20374775,0.00010676269
34,3329,106560,0.19380842,0.00010702404
35,3339,106880,0.20204327,0.00010728539
36,3349,107200,0.2366817,0.000107546744
37,3359,107520,0.22313574,0.00010780798
38,3369,107840,0.212628,0.00010806933
39,3379,108160,0.24380572,0.000108330685
40,3389,108480,0.19675484,0.00010859204
41,3399,108800,0.21449621,0.00010885333
42,3409,109120,0.21235397,0.000109114684
43,3419,109440,0.19187371,0.00010937604
44,3429,109760,0.21805078,0.00010963739
45,3439,110080,0.19447848,0.00010989868
46,3449,110400,0.22581466,0.000110160036
47,3459,110720,0.20143871,0.00011042139
48,3469,111040,0.18812305,0.00011068274
49,3479,111360,0.20519751,0.000110944035
50,3489,111680,0.21316159,0.00011120539
51,3499,112000,0.19107398,0.00011146674
52,3509,112320,0.20363444,0.00011172803
53,3519,112640,0.18382761,0.00011198933
54,3529,112960,0.23715684,0.00011225068
55,3539,113280,0.20537524,0.00011251203
56,3549,113600,0.2244723,0.000112773385
57,3559,113920,0.18483183,0.00011303468
58,3569,114240,0.22008276,0.00011329603
59,3579,114560,0.19561884,0.000113557384
60,3589,114880,0.20550314,0.000113818736
61,3599,115200,0.2068015,0.00011408003
62,3609,115520,0.22704884,0.00011434138
63,3619,115840,0.21326295,0.000114602735
64,3629,116160,0.1947433,0.00011486403
65,3639,116480,0.1963104,0.000115125324
66,3649,116800,0.22041443,0.000115386676
67,3659,117120,0.19204748,0.00011564803
68,3669,117440,0.2129386,0.00011590938
69,3679,117760,0.20195286,0.000116170675
70,3689,118080,0.22726876,0.00011643203
71,3699,118400,0.21026415,0.00011669338
72,3709,118720,0.20238549,0.00011695473
73,3719,119040,0.21725595,0.00011721603
74,3729,119360,0.20962447,0.00011747738
75,3739,119680,0.20016333,0.00011773873
76,3749,120000,0.22118723,0.00011800008
77,3759,120320,0.19988093,0.00011826138
78,3769,120640,0.22332847,0.00011852273
79,3779,120960,0.19060484,0.000118784024
80,3789,121280,0.19219814,0.00011904538
81,3799,121600,0.21077746,0.00011930667
82,3809,121920,0.21716738,0.00011956802
83,3819,122240,0.20278284,0.000119829376
84,3829,122560,0.20858985,0.00012009073
85,3839,122880,0.20832947,0.00012035202
86,3849,123200,0.22820583,0.000120613375
87,3859,123520,0.20650913,0.00012087473
88,3869,123840,0.2101954,0.00012113608
89,3879,124160,0.2096012,0.000121397374
90,3889,124480,0.21035002,0.00012165867
91,3899,124800,0.19427069,0.00012192002
92,3909,125120,0.19991544,0.00012218137
93,3919,125440,0.20247301,0.00012244267
94,3929,125760,0.22632456,0.00012270402
95,3939,126080,0.1979308,0.00012296537
96,3949,126400,0.19587098,0.00012322672
97,3959,126720,0.21725798,0.00012348802
98,3969,127040,0.22737828,0.00012374937
0,3979,127360,0.21692857,0.00012401072
1,3989,127680,0.20680459,0.00012427208
2,3999,128000,0.2035115,0.00012453337
3,4009,128320,0.2294817,0.00012479472
4,4019,128640,0.19657734,0.00012505607
5,4029,128960,0.20387268,0.00012531743
6,4039,129280,0.19761036,0.00012557866
7,4049,129600,0.21129388,0.00012584002
8,4059,129920,0.17875513,0.00012610137
9,4069,130240,0.20364098,0.00012636272
10,4079,130560,0.21147344,0.00012662401
11,4089,130880,0.22410634,0.00012688537
12,4099,131200,0.19934556,0.00012714672
13,4109,131520,0.19125211,0.00012740807
14,4119,131840,0.19580875,0.00012766937
15,4129,132160,0.17957377,0.00012793072
16,4139,132480,0.20247628,0.00012819207
17,4149,132800,0.19393198,0.00012845342
18,4159,133120,0.19004932,0.00012871466
19,4169,133440,0.1899206,0.00012897601
20,4179,133760,0.17472914,0.00012923736
21,4189,134080,0.18741159,0.00012949872
22,4199,134400,0.17714138,0.00012976001
23,4209,134720,0.1750784,0.00013002136
24,4219,135040,0.21600154,0.00013028271
25,4229,135360,0.19893965,0.00013054407
26,4239,135680,0.17910388,0.00013080536
27,4249,136000,0.18727638,0.00013106671
28,4259,136320,0.19627202,0.00013132807
29,4269,136640,0.1726828,0.00013158942
30,4279,136960,0.21533656,0.00013185071
31,4289,137280,0.20405614,0.00013211207
32,4299,137600,0.183022,0.00013237336
33,4309,137920,0.1876413,0.00013263471
34,4319,138240,0.18913543,0.000132896
35,4329,138560,0.19379891,0.00013315736
36,4339,138880,0.20456435,0.00013341871
37,4349,139200,0.18678552,0.00013368
38,4359,139520,0.2194933,0.00013394136
39,4369,139840,0.17306454,0.00013420271
40,4379,140160,0.18479973,0.00013446406
41,4389,140480,0.1716705,0.00013472536
42,4399,140800,0.18246543,0.00013498671
43,4409,141120,0.16557111,0.00013524806
44,4419,141440,0.19127369,0.00013550936
45,4429,141760,0.1856792,0.00013577065
46,4439,142080,0.17488386,0.000136032
47,4449,142400,0.18259758,0.00013629335
48,4459,142720,0.19497535,0.0001365547
49,4469,143040,0.19631548,0.000136816
50,4479,143360,0.18305597,0.00013707735
51,4489,143680,0.1907559,0.0001373387
52,4499,144000,0.19926068,0.00013760006
53,4509,144320,0.16620106,0.00013786135
54,4519,144640,0.22188243,0.0001381227
55,4529,144960,0.18390204,0.00013838406
56,4539,145280,0.19261666,0.00013864541
57,4549,145600,0.17387871,0.0001389067
58,4559,145920,0.20134807,0.00013916806
59,4569,146240,0.1685107,0.00013942935
60,4579,146560,0.17840992,0.0001396907
61,4589,146880,0.18049242,0.000139952
62,4599,147200,0.18599698,0.00014021335
63,4609,147520,0.17303628,0.0001404747
64,4619,147840,0.18025392,0.00014073605
65,4629,148160,0.17436522,0.00014099735
66,4639,148480,0.18176042,0.0001412587
67,4649,148800,0.17659248,0.00014152005
68,4659,149120,0.18864284,0.0001417814
69,4669,149440,0.17672187,0.0001420427
70,4679,149760,0.18028903,0.000142304
71,4689,150080,0.17553389,0.00014256535
72,4699,150400,0.16904736,0.0001428267
73,4709,150720,0.17070651,0.000143088
74,4719,151040,0.1745676,0.00014334935
75,4729,151360,0.18520468,0.0001436107
76,4739,151680,0.17549491,0.00014387205
77,4749,152000,0.17554243,0.00014413334
78,4759,152320,0.1947945,0.0001443947
79,4769,152640,0.18479839,0.00014465605
80,4779,152960,0.21435049,0.0001449174
81,4789,153280,0.17396817,0.0001451787
82,4799,153600,0.22480363,0.00014544005
83,4809,153920,0.2577536,0.0001457014
84,4819,154240,0.22793588,0.00014596275
85,4829,154560,0.23735762,0.00014622405
86,4839,154880,0.24269599,0.00014648534
87,4849,155200,0.17909202,0.0001467467
88,4859,155520,0.17114672,0.00014700805
89,4869,155840,0.16027221,0.00014726934
90,4879,156160,0.1793234,0.00014753069
91,4889,156480,0.16567272,0.00014779205
92,4899,156800,0.1682641,0.0001480534
93,4909,157120,0.17291585,0.00014831469
94,4919,157440,0.17373829,0.00014857604
95,4929,157760,0.18315864,0.0001488374
96,4939,158080,0.16830607,0.00014909869
97,4949,158400,0.16731755,0.00014935998
98,4959,158720,0.18012075,0.00014962134
0,4969,159040,0.1657634,0.00014988269
1,4979,159360,0.1748812,0.00015014404
2,4989,159680,0.18455373,0.00015040534
3,4999,160000,0.17925541,0.00015066669
4,5009,160320,0.1914104,0.00015092804
5,5019,160640,0.1576767,0.0001511894
6,5029,160960,0.19464691,0.00015145069
7,5039,161280,0.19177882,0.00015171204
8,5049,161600,0.19830397,0.00015197339
9,5059,161920,0.18533176,0.00015223474
10,5069,162240,0.18935211,0.00015249604
11,5079,162560,0.18967687,0.00015275739
12,5089,162880,0.19549662,0.00015301874
13,5099,163200,0.17820324,0.00015328004
14,5109,163520,0.16776122,0.00015354133
15,5119,163840,0.18413028,0.00015380268
16,5129,164160,0.19748428,0.00015406404
17,5139,164480,0.16907813,0.00015432539
18,5149,164800,0.17269322,0.00015458668
19,5159,165120,0.18424748,0.00015484804
20,5169,165440,0.19420795,0.00015510939
21,5179,165760,0.16859531,0.00015537074
22,5189,166080,0.18394956,0.00015563203
23,5199,166400,0.1890559,0.00015589333
24,5209,166720,0.19416136,0.00015615468
25,5219,167040,0.1763703,0.00015641603
26,5229,167360,0.18415955,0.00015667733
27,5239,167680,0.16783828,0.00015693868
28,5249,168000,0.19572145,0.00015720003
29,5259,168320,0.1679033,0.00015746139
30,5269,168640,0.19056064,0.00015772268
31,5279,168960,0.18378073,0.00015798403
32,5289,169280,0.2085709,0.00015824538
33,5299,169600,0.18015762,0.00015850674
34,5309,169920,0.1825079,0.00015876803
35,5319,170240,0.18276644,0.00015902938
36,5329,170560,0.19483815,0.00015929074
37,5339,170880,0.15720445,0.00015955209
38,5349,171200,0.19183864,0.00015981338
39,5359,171520,0.16901739,0.00016007473
40,5369,171840,0.18364738,0.00016033603
41,5379,172160,0.16926396,0.00016059738
42,5389,172480,0.17443728,0.00016085868
43,5399,172800,0.17783293,0.00016112003
44,5409,173120,0.18264394,0.00016138138
45,5419,173440,0.17605345,0.00016164273
46,5429,173760,0.17937042,0.00016190403
47,5439,174080,0.18521442,0.00016216538
48,5449,174400,0.20667186,0.00016242673
49,5459,174720,0.17297682,0.00016268808
50,5469,175040,0.16172358,0.00016294932
51,5479,175360,0.18417072,0.00016321067
52,5489,175680,0.17169899,0.00016347202
53,5499,176000,0.16000757,0.00016373338
54,5509,176320,0.1598511,0.00016399467
55,5519,176640,0.16218558,0.00016425602
56,5529,176960,0.19041759,0.00016451738
57,5539,177280,0.19428957,0.00016477873
58,5549,177600,0.19735056,0.00016504002
59,5559,177920,0.1734845,0.00016530138
60,5569,178240,0.16255501,0.00016556273
61,5579,178560,0.16850892,0.00016582408
62,5589,178880,0.1675314,0.00016608537
63,5599,179200,0.1754416,0.00016634673
64,5609,179520,0.17287661,0.00016660808
65,5619,179840,0.16276287,0.00016686943
66,5629,180160,0.18104222,0.00016713067
67,5639,180480,0.1663188,0.00016739202
68,5649,180800,0.17171486,0.00016765337
69,5659,181120,0.17141813,0.00016791472
70,5669,181440,0.18056133,0.00016817602
71,5679,181760,0.1595464,0.00016843737
72,5689,182080,0.18042015,0.00016869872
73,5699,182400,0.15928227,0.00016896008
74,5709,182720,0.18158251,0.00016922137
75,5719,183040,0.16976586,0.00016948272
76,5729,183360,0.17891496,0.00016974402
77,5739,183680,0.1798454,0.00017000537
78,5749,184000,0.18028077,0.00017026666
79,5759,184320,0.15711111,0.00017052802
80,5769,184640,0.1812962,0.00017078937
81,5779,184960,0.1453943,0.00017105066
82,5789,185280,0.16161834,0.00017131201
83,5799,185600,0.1582059,0.00017157337
84,5809,185920,0.17597124,0.00017183472
85,5819,186240,0.17211887,0.00017209601
86,5829,186560,0.16726863,0.00017235737
87,5839,186880,0.17309624,0.00017261872
88,5849,187200,0.18185134,0.00017288007
89,5859,187520,0.14577118,0.00017314136
90,5869,187840,0.19439307,0.00017340272
91,5879,188160,0.19974455,0.00017366407
92,5889,188480,0.23330331,0.00017392542
93,5899,188800,0.16427995,0.00017418666
94,5909,189120,0.18484896,0.00017444801
95,5919,189440,0.17515317,0.00017470936
96,5929,189760,0.16218379,0.00017497072
97,5939,190080,0.14886571,0.00017523201
98,5949,190400,0.1956949,0.00017549336
0,5959,190720,0.1782493,0.00017575471
1,5969,191040,0.17737372,0.00017601607
2,5979,191360,0.16257428,0.00017627736
3,5989,191680,0.15705375,0.00017653871
4,5999,192000,0.18296395,0.00017680001
5,6009,192320,0.1689773,0.00017706136
6,6019,192640,0.14778078,0.00017732265
7,6029,192960,0.15263095,0.000177584
8,6039,193280,0.16247529,0.00017784536
9,6049,193600,0.16176927,0.00017810671
10,6059,193920,0.1584863,0.000178368
11,6069,194240,0.15875562,0.00017862936
12,6079,194560,0.16139445,0.00017889071
13,6089,194880,0.1550507,0.00017915206
14,6099,195200,0.15330836,0.00017941336
15,6109,195520,0.14521895,0.00017967471
16,6119,195840,0.14680445,0.00017993606
17,6129,196160,0.17328016,0.00018019741
18,6139,196480,0.17707852,0.00018045871
19,6149,196800,0.16276532,0.00018072006
20,6159,197120,0.15291646,0.00018098135
21,6169,197440,0.15870965,0.0001812427
22,6179,197760,0.15937775,0.000181504
23,6189,198080,0.15556863,0.00018176535
24,6199,198400,0.1666606,0.0001820267
25,6209,198720,0.14483395,0.00018228806
26,6219,199040,0.1551983,0.00018254935
27,6229,199360,0.13973433,0.0001828107
28,6239,199680,0.15887544,0.00018307206
29,6249,200000,0.13939267,0.00018333341
30,6259,200320,0.14092723,0.00018359465
31,6269,200640,0.1513541,0.000183856
32,6279,200960,0.16545588,0.00018411735
33,6289,201280,0.14882748,0.0001843787
34,6299,201600,0.15671557,0.00018464
35,6309,201920,0.16147718,0.00018490135
36,6319,202240,0.15786168,0.0001851627
37,6329,202560,0.17799881,0.00018542405
38,6339,202880,0.1539114,0.00018568535
39,6349,203200,0.18687057,0.0001859467
40,6359,203520,0.16741613,0.00018620805
41,6369,203840,0.17892046,0.0001864694
42,6379,204160,0.15743071,0.0001867307
43,6389,204480,0.16376778,0.00018699205
44,6399,204800,0.14189473,0.0001872534
45,6409,205120,0.1878392,0.00018751476
46,6419,205440,0.14890006,0.000187776
47,6429,205760,0.18353333,0.00018803735
48,6439,206080,0.14871368,0.0001882987
49,6449,206400,0.17476302,0.00018856005
50,6459,206720,0.1424621,0.00018882134
51,6469,207040,0.191706,0.0001890827
52,6479,207360,0.14572403,0.00018934405
53,6489,207680,0.15758607,0.0001896054
