,step,data_seen,loss,lr
52,31039,993280,0.79101396,0.0003190484
53,31049,993600,0.78068125,0.00031914475
54,31059,993920,0.80732846,0.00031924114
55,31069,994240,0.8040285,0.0003193374
56,31079,994560,0.81003624,0.00031943375
57,31089,994880,0.7990475,0.00031953014
58,31099,995200,0.8259127,0.00031962647
59,31109,995520,0.78802764,0.0003197228
60,31119,995840,0.8186995,0.00031981914
61,31129,996160,0.8099986,0.00031991547
62,31139,996480,0.7981336,0.0003200118
63,31149,996800,0.82536453,0.0003201082
64,31159,997120,0.8100692,0.00032020453
65,31169,997440,0.82935643,0.0003203008
66,31179,997760,0.8119395,0.0003203972
67,31189,998080,0.78676057,0.00032049353
68,31199,998400,0.7987919,0.00032058987
69,31209,998720,0.7970718,0.00032068626
70,31219,999040,0.830011,0.0003207826
71,31229,999360,0.7886707,0.00032087887
72,31239,999680,0.823503,0.00032097526
73,31249,1000000,0.7825061,0.00032107165
74,31259,1000320,0.78051394,0.00032116793
75,31269,1000640,0.79754776,0.00032126432
76,31279,1000960,0.7927052,0.00032136065
77,31289,1001280,0.82591295,0.00032145693
78,31299,1001600,0.82596993,0.00032155332
79,31309,1001920,0.80320406,0.0003216497
80,31319,1002240,0.8713561,0.000321746
81,31329,1002560,0.7990877,0.00032184232
82,31339,1002880,0.83249056,0.0003219387
83,31349,1003200,0.8086529,0.00032203505
84,31359,1003520,0.826436,0.00032213138
85,31369,1003840,0.7956195,0.00032222777
86,31379,1004160,0.85344684,0.00032232405
87,31389,1004480,0.78332347,0.00032242038
88,31399,1004800,0.8156495,0.00032251677
89,31409,1005120,0.79744136,0.0003226131
90,31419,1005440,0.80737126,0.00032270944
91,31429,1005760,0.7928585,0.00032280578
92,31439,1006080,0.81033975,0.0003229021
93,31449,1006400,0.81674606,0.00032299844
94,31459,1006720,0.8454247,0.00032309484
95,31469,1007040,0.8343981,0.00032319117
96,31479,1007360,0.8321595,0.00032328744
97,31489,1007680,0.80049014,0.00032338384
98,31499,1008000,0.79611814,0.00032348017
99,31509,1008320,0.76551855,0.0003235765
0,31519,1008640,0.81109166,0.0003236729
1,31529,1008960,0.80540097,0.00032376923
2,31539,1009280,0.80830556,0.0003238655
3,31549,1009600,0.8080539,0.0003239619
4,31559,1009920,0.79747313,0.00032405823
5,31569,1010240,0.80311054,0.00032415456
6,31579,1010560,0.7725383,0.00032425096
7,31589,1010880,0.8078095,0.00032434723
8,31599,1011200,0.81103706,0.00032444356
9,31609,1011520,0.80457383,0.00032453996
10,31619,1011840,0.7816781,0.00032463635
11,31629,1012160,0.7916356,0.00032473262
12,31639,1012480,0.7664183,0.00032482896
13,31649,1012800,0.7880142,0.00032492535
14,31659,1013120,0.8221958,0.00032502163
15,31669,1013440,0.81057215,0.00032511802
16,31679,1013760,0.7952351,0.0003252144
17,31689,1014080,0.7918624,0.00032531068
18,31699,1014400,0.7573296,0.00032540702
19,31709,1014720,0.83455956,0.0003255034
20,31719,1015040,0.77293706,0.00032559974
21,31729,1015360,0.80588967,0.00032569608
22,31739,1015680,0.74730325,0.0003257924
23,31749,1016000,0.7936445,0.00032588874
24,31759,1016320,0.85399485,0.00032598508
25,31769,1016640,0.7916784,0.00032608147
26,31779,1016960,0.8309909,0.0003261778
27,31789,1017280,0.7938715,0.00032627408
28,31799,1017600,0.75818574,0.00032637047
29,31809,1017920,0.7707243,0.0003264668
30,31819,1018240,0.81900805,0.00032656314
31,31829,1018560,0.8062327,0.00032665953
32,31839,1018880,0.7984016,0.0003267558
33,31849,1019200,0.7771293,0.00032685214
34,31859,1019520,0.8239809,0.00032694853
35,31869,1019840,0.7812909,0.00032704487
36,31879,1020160,0.7768662,0.0003271412
37,31889,1020480,0.7655217,0.0003272376
38,31899,1020800,0.7897637,0.00032733387
39,31909,1021120,0.767784,0.0003274302
40,31919,1021440,0.77824026,0.0003275266
41,31929,1021760,0.85093915,0.00032762293
42,31939,1022080,0.7921859,0.00032771926
43,31949,1022400,0.7890494,0.0003278156
44,31959,1022720,0.7722446,0.00032791198
45,31969,1023040,0.7505169,0.00032800826
46,31979,1023360,0.8138681,0.00032810465
47,31989,1023680,0.8463788,0.00032820104
48,31999,1024000,0.77556807,0.00032829726
49,32009,1024320,0.7791751,0.00032839365
50,32019,1024640,0.77598035,0.00032849004
51,32029,1024960,0.78280073,0.00032858638
52,32039,1025280,0.780543,0.0003286827
53,32049,1025600,0.8170488,0.00032877905
54,32059,1025920,0.7751442,0.00032887538
55,32069,1026240,0.8097239,0.0003289717
56,32079,1026560,0.77506846,0.0003290681
57,32089,1026880,0.79771864,0.00032916444
58,32099,1027200,0.8099071,0.0003292607
59,32109,1027520,0.76376337,0.0003293571
60,32119,1027840,0.78712976,0.00032945344
61,32129,1028160,0.8487612,0.00032954977
62,32139,1028480,0.803277,0.00032964617
63,32149,1028800,0.7933274,0.00032974244
64,32159,1029120,0.77598375,0.00032983877
65,32169,1029440,0.76518935,0.00032993517
66,32179,1029760,0.77824783,0.0003300315
67,32189,1030080,0.81341195,0.00033012783
68,32199,1030400,0.79143035,0.00033022417
69,32209,1030720,0.7646378,0.0003303205
70,32219,1031040,0.7975774,0.00033041683
71,32229,1031360,0.7815767,0.00033051323
72,32239,1031680,0.7895037,0.00033060956
73,32249,1032000,0.803138,0.0003307059
74,32259,1032320,0.76903915,0.00033080223
75,32269,1032640,0.7908535,0.00033089856
76,32279,1032960,0.8020252,0.0003309949
77,32289,1033280,0.7916045,0.0003310913
78,32299,1033600,0.7957287,0.00033118768
79,32309,1033920,0.8326546,0.0003312839
80,32319,1034240,0.77916306,0.0003313803
81,32329,1034560,0.7812797,0.00033147668
82,32339,1034880,0.77540386,0.00033157296
83,32349,1035200,0.7987942,0.00033166935
84,32359,1035520,0.7769599,0.00033176568
85,32369,1035840,0.78712535,0.00033186201
86,32379,1036160,0.750726,0.00033195835
87,32389,1036480,0.7989085,0.00033205474
88,32399,1036800,0.8139219,0.00033215107
89,32409,1037120,0.80495477,0.00033224735
90,32419,1037440,0.80077136,0.00033234374
91,32429,1037760,0.8283323,0.00033244007
92,32439,1038080,0.74926555,0.0003325364
93,32449,1038400,0.80745167,0.0003326328
94,32459,1038720,0.7997386,0.00033272908
95,32469,1039040,0.81706744,0.0003328254
96,32479,1039360,0.79886407,0.0003329218
97,32489,1039680,0.8092534,0.00033301814
98,32499,1040000,0.7457286,0.00033311447
0,32509,1040320,0.7780685,0.0003332108
1,32519,1040640,0.7509972,0.00033330714
2,32529,1040960,0.78517926,0.00033340347
3,32539,1041280,0.8050027,0.00033349986
4,32549,1041600,0.780318,0.0003335962
5,32559,1041920,0.77223957,0.00033369247
6,32569,1042240,0.8225148,0.00033378886
7,32579,1042560,0.7935785,0.0003338852
8,32589,1042880,0.7945038,0.00033398153
9,32599,1043200,0.8041775,0.00033407792
10,32609,1043520,0.7904112,0.00033417426
11,32619,1043840,0.7614389,0.00033427053
12,32629,1044160,0.8390809,0.00033436692
13,32639,1044480,0.7913749,0.00033446332
14,32649,1044800,0.79456604,0.0003345596
15,32659,1045120,0.7524967,0.00033465598
16,32669,1045440,0.8100058,0.00033475232
17,32679,1045760,0.8065438,0.0003348486
18,32689,1046080,0.79250264,0.00033494498
19,32699,1046400,0.7773361,0.00033504138
20,32709,1046720,0.8309892,0.0003351377
21,32719,1047040,0.78449386,0.00033523398
22,32729,1047360,0.8005165,0.00033533038
23,32739,1047680,0.75055045,0.0003354267
24,32749,1048000,0.7864359,0.00033552304
25,32759,1048320,0.80954003,0.00033561944
26,32769,1048640,0.7439546,0.0003357157
27,32779,1048960,0.76730907,0.00033581204
28,32789,1049280,0.7829635,0.00033590844
29,32799,1049600,0.7652916,0.00033600477
30,32809,1049920,0.7965878,0.0003361011
31,32819,1050240,0.80681455,0.00033619744
32,32829,1050560,0.7759205,0.00033629377
33,32839,1050880,0.74828047,0.0003363901
34,32849,1051200,0.75467926,0.0003364865
35,32859,1051520,0.7832907,0.00033658283
36,32869,1051840,0.76868427,0.0003366791
37,32879,1052160,0.78974485,0.0003367755
38,32889,1052480,0.7445154,0.00033687183
39,32899,1052800,0.81844044,0.00033696817
40,32909,1053120,0.76652884,0.00033706456
41,32919,1053440,0.79171824,0.00033716083
42,32929,1053760,0.7748345,0.00033725717
43,32939,1054080,0.7754943,0.00033735356
44,32949,1054400,0.7796383,0.0003374499
45,32959,1054720,0.8027798,0.00033754623
46,32969,1055040,0.7824245,0.00033764262
47,32979,1055360,0.8001287,0.00033773895
48,32989,1055680,0.7932962,0.00033783523
49,32999,1056000,0.78102577,0.00033793162
50,33009,1056320,0.7348411,0.000338028
51,33019,1056640,0.7909533,0.0003381243
52,33029,1056960,0.8250751,0.00033822062
53,33039,1057280,0.779337,0.000338317
54,33049,1057600,0.8013123,0.0003384133
55,33059,1057920,0.76835513,0.00033850968
56,33069,1058240,0.77548456,0.00033860607
57,33079,1058560,0.8027776,0.00033870235
58,33089,1058880,0.81320506,0.00033879868
59,33099,1059200,0.8044206,0.00033889507
60,33109,1059520,0.81580627,0.0003389914
61,33119,1059840,0.7988082,0.00033908774
62,33129,1060160,0.77410865,0.00033918407
63,33139,1060480,0.78069496,0.0003392804
64,33149,1060800,0.75713277,0.00033937674
65,33159,1061120,0.77615,0.00033947313
66,33169,1061440,0.80026066,0.00033956947
67,33179,1061760,0.7486439,0.00033966574
68,33189,1062080,0.7460009,0.00033976213
69,33199,1062400,0.7670038,0.00033985847
70,33209,1062720,0.7647058,0.0003399548
71,33219,1063040,0.7966798,0.0003400512
72,33229,1063360,0.80295485,0.00034014747
73,33239,1063680,0.7728522,0.0003402438
74,33249,1064000,0.7791127,0.0003403402
75,33259,1064320,0.82632744,0.00034043653
76,33269,1064640,0.819596,0.00034053286
77,33279,1064960,0.77990353,0.00034062925
78,33289,1065280,0.7582456,0.00034072553
79,33299,1065600,0.7988248,0.00034082186
80,33309,1065920,0.7750044,0.00034091825
81,33319,1066240,0.82041717,0.00034101465
82,33329,1066560,0.7917375,0.00034111092
83,33339,1066880,0.77330494,0.00034120725
84,33349,1067200,0.81484944,0.00034130365
85,33359,1067520,0.8088529,0.00034139992
86,33369,1067840,0.81890976,0.0003414963
87,33379,1068160,0.7823994,0.0003415927
88,33389,1068480,0.79526603,0.00034168892
89,33399,1068800,0.7903511,0.00034178531
90,33409,1069120,0.7862929,0.0003418817
91,33419,1069440,0.7946835,0.00034197804
92,33429,1069760,0.75280833,0.00034207437
93,33439,1070080,0.7578386,0.0003421707
94,33449,1070400,0.8216676,0.00034226704
95,33459,1070720,0.78863686,0.00034236338
96,33469,1071040,0.7793929,0.00034245977
97,33479,1071360,0.770916,0.0003425561
98,33489,1071680,0.78232116,0.00034265238
0,33499,1072000,0.78330326,0.00034274877
1,33509,1072320,0.7981038,0.0003428451
2,33519,1072640,0.76662797,0.00034294144
3,33529,1072960,0.7642105,0.00034303783
4,33539,1073280,0.778656,0.0003431341
5,33549,1073600,0.79261094,0.00034323044
6,33559,1073920,0.7404568,0.00034332683
7,33569,1074240,0.7867604,0.00034342316
8,33579,1074560,0.75730824,0.0003435195
9,33589,1074880,0.7723218,0.00034361583
10,33599,1075200,0.80732393,0.00034371216
11,33609,1075520,0.7851695,0.0003438085
12,33619,1075840,0.7957979,0.0003439049
13,33629,1076160,0.79499024,0.00034400122
14,33639,1076480,0.7602757,0.00034409756
15,33649,1076800,0.77571785,0.0003441939
16,33659,1077120,0.7542895,0.00034429028
17,33669,1077440,0.7804767,0.00034438656
18,33679,1077760,0.7957751,0.00034448295
19,33689,1078080,0.7800391,0.00034457934
20,33699,1078400,0.76432955,0.00034467556
21,33709,1078720,0.778293,0.00034477195
22,33719,1079040,0.8093157,0.00034486834
23,33729,1079360,0.75071925,0.00034496462
24,33739,1079680,0.79603946,0.000345061
25,33749,1080000,0.79462326,0.00034515734
26,33759,1080320,0.75382334,0.00034525368
27,33769,1080640,0.7537887,0.00034535
28,33779,1080960,0.7554116,0.0003454464
29,33789,1081280,0.75313026,0.00034554274
30,33799,1081600,0.7419795,0.000345639
31,33809,1081920,0.7629478,0.0003457354
32,33819,1082240,0.7909258,0.00034583174
33,33829,1082560,0.79820156,0.00034592807
34,33839,1082880,0.80828595,0.00034602446
35,33849,1083200,0.7432617,0.00034612074
36,33859,1083520,0.7775315,0.00034621707
37,33869,1083840,0.7694799,0.00034631346
38,33879,1084160,0.7534214,0.0003464098
39,33889,1084480,0.77834725,0.00034650613
40,33899,1084800,0.78650594,0.00034660246
41,33909,1085120,0.76306385,0.0003466988
42,33919,1085440,0.7972445,0.00034679513
43,33929,1085760,0.7645783,0.00034689152
44,33939,1086080,0.7716737,0.00034698786
45,33949,1086400,0.7750886,0.00034708413
46,33959,1086720,0.7621601,0.00034718052
47,33969,1087040,0.7806977,0.00034727686
48,33979,1087360,0.7807987,0.0003473732
49,33989,1087680,0.7627231,0.00034746958
50,33999,1088000,0.7583076,0.00034756598
51,34009,1088320,0.7477261,0.0003476622
52,34019,1088640,0.8042116,0.00034775859
53,34029,1088960,0.76947725,0.00034785498
54,34039,1089280,0.80310595,0.00034795125
55,34049,1089600,0.75946724,0.00034804764
56,34059,1089920,0.81294,0.00034814398
57,34069,1090240,0.79713273,0.00034824025
58,34079,1090560,0.78421533,0.00034833665
59,34089,1090880,0.76073724,0.00034843304
60,34099,1091200,0.76483107,0.00034852937
61,34109,1091520,0.76212525,0.00034862565
62,34119,1091840,0.7612905,0.00034872204
63,34129,1092160,0.7913053,0.00034881837
64,34139,1092480,0.74924785,0.0003489147
65,34149,1092800,0.80882585,0.0003490111
66,34159,1093120,0.81281084,0.00034910737
67,34169,1093440,0.78727806,0.0003492037
68,34179,1093760,0.7688173,0.0003493001
69,34189,1094080,0.7793373,0.00034939643
70,34199,1094400,0.7818302,0.00034949277
71,34209,1094720,0.8188225,0.0003495891
72,34219,1095040,0.7706821,0.00034968543
73,34229,1095360,0.791857,0.00034978177
74,34239,1095680,0.78962886,0.00034987816
75,34249,1096000,0.7910464,0.0003499745
76,34259,1096320,0.78153217,0.00035007077
77,34269,1096640,0.78280747,0.00035016716
78,34279,1096960,0.76886356,0.0003502635
79,34289,1097280,0.7874663,0.00035035983
80,34299,1097600,0.8296927,0.00035045622
81,34309,1097920,0.7824652,0.0003505525
82,34319,1098240,0.7672949,0.00035064883
83,34329,1098560,0.78130186,0.00035074522
84,34339,1098880,0.76444334,0.00035084155
85,34349,1099200,0.7751386,0.0003509379
86,34359,1099520,0.7739297,0.00035103428
87,34369,1099840,0.75783765,0.0003511306
88,34379,1100160,0.7818473,0.0003512269
89,34389,1100480,0.7556646,0.00035132328
90,34399,1100800,0.79495203,0.00035141967
91,34409,1101120,0.7700845,0.00035151595
92,34419,1101440,0.7887958,0.00035161228
93,34429,1101760,0.76228285,0.00035170867
94,34439,1102080,0.79519844,0.000351805
95,34449,1102400,0.7323733,0.00035190134
96,34459,1102720,0.7731372,0.00035199773
97,34469,1103040,0.8094224,0.000352094
98,34479,1103360,0.762056,0.00035219034
0,34489,1103680,0.79978776,0.00035228673
1,34499,1104000,0.7436426,0.00035238307
2,34509,1104320,0.738881,0.0003524794
3,34519,1104640,0.78714526,0.00035257573
4,34529,1104960,0.7850131,0.00035267207
5,34539,1105280,0.78280675,0.0003527684
6,34549,1105600,0.7705035,0.0003528648
7,34559,1105920,0.7622614,0.00035296113
8,34569,1106240,0.805846,0.0003530574
9,34579,1106560,0.7827621,0.0003531538
10,34589,1106880,0.73781747,0.00035325013
11,34599,1107200,0.74951136,0.00035334646
12,34609,1107520,0.7402706,0.00035344285
13,34619,1107840,0.77508473,0.00035353913
14,34629,1108160,0.8033623,0.00035363546
15,34639,1108480,0.77568895,0.00035373186
16,34649,1108800,0.76730406,0.0003538282
17,34659,1109120,0.789574,0.00035392452
18,34669,1109440,0.75335443,0.0003540209
19,34679,1109760,0.7963864,0.0003541172
20,34689,1110080,0.78281516,0.00035421352
21,34699,1110400,0.7698196,0.00035430992
22,34709,1110720,0.7864779,0.0003544063
23,34719,1111040,0.7475899,0.00035450258
24,34729,1111360,0.7958262,0.00035459892
25,34739,1111680,0.7842619,0.0003546953
26,34749,1112000,0.7894716,0.00035479158
27,34759,1112320,0.7425133,0.00035488798
28,34769,1112640,0.788823,0.00035498437
29,34779,1112960,0.7798052,0.00035508064
30,34789,1113280,0.7995237,0.00035517698
31,34799,1113600,0.74982166,0.00035527337
32,34809,1113920,0.7722008,0.0003553697
33,34819,1114240,0.77355206,0.00035546604
34,34829,1114560,0.80296874,0.00035556237
35,34839,1114880,0.77719945,0.0003556587
36,34849,1115200,0.74790347,0.00035575504
37,34859,1115520,0.81049454,0.00035585143
38,34869,1115840,0.7602034,0.00035594776
39,34879,1116160,0.80856895,0.00035604404
40,34889,1116480,0.77222395,0.00035614043
41,34899,1116800,0.80571985,0.00035623676
42,34909,1117120,0.7623937,0.0003563331
43,34919,1117440,0.79267156,0.0003564295
44,34929,1117760,0.7577468,0.00035652576
45,34939,1118080,0.8355782,0.0003566221
46,34949,1118400,0.7583173,0.0003567185
47,34959,1118720,0.7556654,0.00035681482
48,34969,1119040,0.78790927,0.00035691116
49,34979,1119360,0.807251,0.0003570075
50,34989,1119680,0.80437756,0.00035710383
51,34999,1120000,0.7950716,0.00035720016
52,35009,1120320,0.76456964,0.00035729655
53,35019,1120640,0.76601654,0.00035739288
54,35029,1120960,0.78133225,0.00035748922
55,35039,1121280,0.77664125,0.00035758555
56,35049,1121600,0.7659986,0.00035768194
57,35059,1121920,0.81047237,0.00035777822
58,35069,1122240,0.7898571,0.0003578746
59,35079,1122560,0.777758,0.000357971
60,35089,1122880,0.7847792,0.00035806722
61,35099,1123200,0.78071105,0.0003581636
62,35109,1123520,0.7800672,0.00035826
63,35119,1123840,0.78623486,0.00035835634
64,35129,1124160,0.7906575,0.00035845267
65,35139,1124480,0.75079584,0.000358549
66,35149,1124800,0.7768299,0.00035864534
67,35159,1125120,0.74579716,0.00035874167
68,35169,1125440,0.76638734,0.00035883806
69,35179,1125760,0.78327584,0.0003589344
70,35189,1126080,0.806221,0.00035903067
71,35199,1126400,0.7473426,0.00035912707
72,35209,1126720,0.73262507,0.0003592234
73,35219,1127040,0.79321134,0.00035931973
74,35229,1127360,0.78727734,0.00035941612
75,35239,1127680,0.75695837,0.0003595124
76,35249,1128000,0.7732318,0.00035960873
77,35259,1128320,0.75463367,0.00035970513
78,35269,1128640,0.75821656,0.00035980146
79,35279,1128960,0.7676163,0.0003598978
80,35289,1129280,0.8106861,0.00035999413
81,35299,1129600,0.7541663,0.00036009046
82,35309,1129920,0.7844013,0.0003601868
83,35319,1130240,0.73909473,0.0003602832
84,35329,1130560,0.7695939,0.00036037952
85,35339,1130880,0.72937644,0.0003604758
86,35349,1131200,0.77746665,0.0003605722
87,35359,1131520,0.8396281,0.00036066852
88,35369,1131840,0.77602565,0.00036076485
89,35379,1132160,0.78224385,0.00036086125
90,35389,1132480,0.7793104,0.00036095764
91,35399,1132800,0.7297254,0.00036105386
92,35409,1133120,0.77432656,0.00036115025
93,35419,1133440,0.7379358,0.00036124664
94,35429,1133760,0.7454841,0.0003613429
95,35439,1134080,0.7859379,0.0003614393
96,35449,1134400,0.79077494,0.00036153564
97,35459,1134720,0.7769289,0.00036163197
98,35469,1135040,0.8061811,0.0003617283
0,35479,1135360,0.77598435,0.0003618247
1,35489,1135680,0.7146871,0.00036192103
2,35499,1136000,0.7764844,0.0003620173
3,35509,1136320,0.7455096,0.0003621137
4,35519,1136640,0.74802387,0.00036221003
5,35529,1136960,0.7820032,0.00036230637
6,35539,1137280,0.7982533,0.00036240276
7,35549,1137600,0.7570994,0.00036249903
8,35559,1137920,0.8042427,0.00036259537
9,35569,1138240,0.7967298,0.00036269176
10,35579,1138560,0.79486424,0.0003627881
11,35589,1138880,0.7411641,0.00036288443
12,35599,1139200,0.7946308,0.00036298076
13,35609,1139520,0.7769886,0.0003630771
14,35619,1139840,0.779081,0.00036317343
15,35629,1140160,0.79031825,0.00036326982
16,35639,1140480,0.7755244,0.00036336615
17,35649,1140800,0.7747444,0.00036346243
18,35659,1141120,0.769281,0.00036355882
19,35669,1141440,0.8029988,0.00036365516
20,35679,1141760,0.77519596,0.0003637515
21,35689,1142080,0.75076354,0.00036384788
22,35699,1142400,0.7832563,0.00036394416
23,35709,1142720,0.75972825,0.0003640405
24,35719,1143040,0.75149834,0.00036413688
25,35729,1143360,0.75469387,0.00036423327
26,35739,1143680,0.7856276,0.00036432955
27,35749,1144000,0.7623718,0.00036442594
28,35759,1144320,0.79105866,0.00036452228
29,35769,1144640,0.7624248,0.00036461855
30,35779,1144960,0.7841783,0.00036471494
31,35789,1145280,0.74512297,0.00036481133
32,35799,1145600,0.77077115,0.0003649076
33,35809,1145920,0.7599313,0.00036500394
34,35819,1146240,0.79052556,0.00036510034
35,35829,1146560,0.7679461,0.00036519667
36,35839,1146880,0.7540208,0.000365293
37,35849,1147200,0.7573039,0.0003653894
38,35859,1147520,0.76974225,0.00036548567
39,35869,1147840,0.77106404,0.000365582
40,35879,1148160,0.7758041,0.0003656784
41,35889,1148480,0.7524469,0.00036577473
42,35899,1148800,0.80400693,0.00036587106
43,35909,1149120,0.739138,0.0003659674
44,35919,1149440,0.77748096,0.00036606373
45,35929,1149760,0.76805925,0.00036616006
46,35939,1150080,0.7686799,0.00036625646
47,35949,1150400,0.7849257,0.0003663528
48,35959,1150720,0.75185096,0.00036644907
49,35969,1151040,0.7848265,0.00036654546
50,35979,1151360,0.75291556,0.0003666418
51,35989,1151680,0.77631617,0.00036673812
52,35999,1152000,0.7507821,0.00036683452
53,36009,1152320,0.795966,0.0003669308
54,36019,1152640,0.73745674,0.00036702713
55,36029,1152960,0.7758524,0.00036712352
56,36039,1153280,0.7581817,0.00036721985
57,36049,1153600,0.740157,0.00036731618
58,36059,1153920,0.7627946,0.00036741258
59,36069,1154240,0.77250695,0.0003675089
60,36079,1154560,0.75609386,0.0003676052
61,36089,1154880,0.75542724,0.00036770158
62,36099,1155200,0.77042645,0.00036779797
63,36109,1155520,0.7565104,0.00036789424
64,36119,1155840,0.77386963,0.00036799058
65,36129,1156160,0.78501344,0.00036808697
66,36139,1156480,0.76407486,0.00036818325
67,36149,1156800,0.77295256,0.00036827964
68,36159,1157120,0.76596457,0.00036837603
69,36169,1157440,0.78602564,0.0003684723
70,36179,1157760,0.7613059,0.00036856864
71,36189,1158080,0.79820335,0.00036866503
72,36199,1158400,0.81238437,0.00036876136
73,36209,1158720,0.79134053,0.0003688577
74,36219,1159040,0.7470688,0.00036895403
75,36229,1159360,0.75479996,0.00036905037
76,36239,1159680,0.7748692,0.0003691467
77,36249,1160000,0.76297885,0.0003692431
78,36259,1160320,0.750162,0.00036933942
79,36269,1160640,0.79356635,0.0003694357
80,36279,1160960,0.76836264,0.0003695321
81,36289,1161280,0.8099842,0.00036962843
82,36299,1161600,0.7539146,0.00036972476
83,36309,1161920,0.7970115,0.00036982115
84,36319,1162240,0.76640546,0.00036991743
85,36329,1162560,0.7687873,0.00037001376
86,36339,1162880,0.7550674,0.00037011015
87,36349,1163200,0.78061116,0.0003702065
88,36359,1163520,0.7589505,0.00037030282
89,36369,1163840,0.7577933,0.00037039915
90,36379,1164160,0.78571653,0.0003704955
91,36389,1164480,0.7303889,0.00037059182
92,36399,1164800,0.8054605,0.0003706882
93,36409,1165120,0.77122283,0.0003707846
94,36419,1165440,0.78364307,0.00037088088
95,36429,1165760,0.7249196,0.0003709772
96,36439,1166080,0.7606363,0.0003710736
97,36449,1166400,0.7699981,0.00037116988
98,36459,1166720,0.7725829,0.00037126627
0,36469,1167040,0.8101066,0.00037136266
1,36479,1167360,0.78262305,0.00037145888
2,36489,1167680,0.7409708,0.00037155527
3,36499,1168000,0.795027,0.00037165167
4,36509,1168320,0.7964405,0.000371748
5,36519,1168640,0.7498765,0.00037184433
6,36529,1168960,0.7418401,0.00037194067
7,36539,1169280,0.7607858,0.000372037
8,36549,1169600,0.76357,0.00037213333
9,36559,1169920,0.7588517,0.00037222973
10,36569,1170240,0.7661872,0.00037232606
11,36579,1170560,0.74582183,0.00037242234
12,36589,1170880,0.7604762,0.00037251873
13,36599,1171200,0.78448606,0.00037261506
14,36609,1171520,0.7622485,0.0003727114
15,36619,1171840,0.7651465,0.0003728078
16,36629,1172160,0.75924456,0.00037290406
17,36639,1172480,0.7881931,0.0003730004
18,36649,1172800,0.7489752,0.0003730968
19,36659,1173120,0.7620684,0.00037319312
20,36669,1173440,0.76996315,0.00037328945
21,36679,1173760,0.7544469,0.0003733858
22,36689,1174080,0.72124493,0.00037348212
23,36699,1174400,0.7942548,0.00037357846
24,36709,1174720,0.76439995,0.00037367485
25,36719,1175040,0.7598166,0.00037377118
26,36729,1175360,0.7339147,0.00037386746
27,36739,1175680,0.79313886,0.00037396385
28,36749,1176000,0.8132689,0.00037406024
29,36759,1176320,0.78850126,0.00037415652
30,36769,1176640,0.7581172,0.0003742529
31,36779,1176960,0.7442522,0.0003743493
32,36789,1177280,0.73573256,0.00037444552
33,36799,1177600,0.77134395,0.0003745419
34,36809,1177920,0.75407326,0.0003746383
35,36819,1178240,0.749433,0.00037473458
36,36829,1178560,0.7781981,0.00037483097
37,36839,1178880,0.77690184,0.0003749273
38,36849,1179200,0.79089653,0.00037502364
39,36859,1179520,0.7550055,0.00037511997
40,36869,1179840,0.75797397,0.00037521636
41,36879,1180160,0.73900986,0.0003753127
42,36889,1180480,0.78602433,0.00037540897
43,36899,1180800,0.75964415,0.00037550536
44,36909,1181120,0.77506506,0.0003756017
