,step,loss,lr,mse_mean,mse_std,mse_err,ll_mean,ll_std,ll_err,nc_mean,nc_std,nc_err
70,1709,0.46264508,0.00018365239,,,,,,,,,
71,1719,0.4684909,0.00018460944,,,,,,,,,
72,1729,0.47514737,0.00018556643,,,,,,,,,
73,1739,0.46631858,0.00018652348,,,,,,,,,
74,1749,0.46099082,0.00018748053,,,,,,,,,
75,1759,0.47466934,0.00018843752,,,,,,,,,
76,1769,0.45158857,0.00018939457,,,,,,,,,
77,1779,0.4630224,0.00019035162,,,,,,,,,
78,1789,0.46776664,0.00019130862,,,,,,,,,
79,1799,0.4370547,0.00019226567,,,,,,,,,
80,1809,0.44296604,0.00019322272,,,,,,,,,
81,1819,0.4695431,0.00019417971,,,,,,,,,
82,1829,0.4856315,0.00019513676,,,,,,,,,
83,1839,0.44121706,0.00019609381,,,,,,,,,
84,1849,0.45495132,0.0001970508,,,,,,,,,
85,1859,0.476425,0.00019800785,,,,,,,,,
86,1869,0.46826082,0.0001989649,,,,,,,,,
87,1879,0.44384992,0.0001999219,,,,,,,,,
88,1889,0.46929616,0.00020087895,,,,,,,,,
89,1899,0.44074374,0.000201836,,,,,,,,,
90,1909,0.4983648,0.00020279299,,,,,,,,,
91,1919,0.46933243,0.00020375004,,,,,,,,,
92,1929,0.46993065,0.00020470709,,,,,,,,,
93,1939,0.47866598,0.00020566408,,,,,,,,,
94,1949,0.43586266,0.00020662113,,,,,,,,,
95,1959,0.45782995,0.00020757818,,,,,,,,,
96,1969,0.44630784,0.00020853517,,,,,,,,,
97,1979,0.45280963,0.00020949222,,,,,,,,,
98,1989,0.4496481,0.00021044927,,,,,,,,,
0,1999,0.45433652,0.00021140627,,,,,,,,,
1,2009,0.44880337,0.00021236332,,,,,,,,,
2,2019,0.42381972,0.00021332037,,,,,,,,,
3,2029,0.43378475,0.00021427736,,,,,,,,,
4,2039,0.42109275,0.00021523441,,,,,,,,,
5,2049,0.4680739,0.00021619146,,,,,,,,,
6,2059,0.46373615,0.00021714845,,,,,,,,,
7,2069,0.4439317,0.0002181055,,,,,,,,,
8,2079,0.43773466,0.00021906255,,,,,,,,,
9,2089,0.47563127,0.00022001954,,,,,,,,,
10,2099,0.45082307,0.0002209766,,,,,,,,,
11,2109,0.4501357,0.00022193365,,,,,,,,,
12,2119,0.47060084,0.00022289064,,,,,,,,,
13,2129,0.48252368,0.00022384769,,,,,,,,,
14,2139,0.43660277,0.00022480474,,,,,,,,,
15,2149,0.46234477,0.00022576173,,,,,,,,,
16,2159,0.43209296,0.00022671878,,,,,,,,,
17,2169,0.43411276,0.00022767583,,,,,,,,,
18,2179,0.43668193,0.00022863282,,,,,,,,,
19,2189,0.4308732,0.00022958987,,,,,,,,,
20,2199,0.43471494,0.00023054692,,,,,,,,,
21,2209,0.45795196,0.00023150392,,,,,,,,,
22,2219,0.42643094,0.00023246097,,,,,,,,,
23,2229,0.43315777,0.00023341802,,,,,,,,,
24,2239,0.41909277,0.00023437501,,,,,,,,,
25,2249,0.42756373,0.00023533206,,,,,,,,,
26,2259,0.44758597,0.00023628911,,,,,,,,,
27,2269,0.40296912,0.00023724616,,,,,,,,,
28,2279,0.4327399,0.00023820315,,,,,,,,,
29,2289,0.42563283,0.0002391602,,,,,,,,,
30,2299,0.4354322,0.00024011725,,,,,,,,,
31,2309,0.43546695,0.00024107425,,,,,,,,,
32,2319,0.4496569,0.0002420313,,,,,,,,,
33,2329,0.4119092,0.00024298835,,,,,,,,,
34,2339,0.43556485,0.00024394534,,,,,,,,,
35,2349,0.417516,0.0002449024,,,,,,,,,
36,2359,0.43356282,0.00024585944,,,,,,,,,
37,2369,0.45755237,0.00024681643,,,,,,,,,
38,2379,0.4141134,0.00024777348,,,,,,,,,
39,2389,0.42842492,0.00024873053,,,,,,,,,
40,2399,0.4189888,0.00024968752,,,,,,,,,
41,2409,0.43892777,0.00025064457,,,,,,,,,
42,2419,0.40625268,0.00025160162,,,,,,,,,
43,2429,0.43512082,0.00025255862,,,,,,,,,
44,2439,0.40839443,0.00025351567,,,,,,,,,
45,2449,0.42111546,0.00025447272,,,,,,,,,
46,2459,0.44659138,0.0002554297,,,,,,,,,
47,2469,0.43142405,0.00025638676,,,,,,,,,
48,2479,0.42601824,0.0002573438,,,,,,,,,
49,2489,0.41403174,0.0002583008,,,,,,,,,
50,2499,0.48582596,0.00025925785,,,,,,,,,
51,2509,0.41551387,0.0002602149,,,,,,,,,
52,2519,0.4237916,0.0002611719,,,,,,,,,
53,2529,0.42653129,0.00026212895,,,,,,,,,
54,2539,0.41157964,0.000263086,,,,,,,,,
55,2549,0.4248399,0.000264043,,,,,,,,,
56,2559,0.44848788,0.00026500004,,,,,,,,,
57,2569,0.4414833,0.0002659571,,,,,,,,,
58,2579,0.41000655,0.00026691408,,,,,,,,,
59,2589,0.39783448,0.00026787113,,,,,,,,,
60,2599,0.4215446,0.00026882818,,,,,,,,,
61,2609,0.43454707,0.00026978517,,,,,,,,,
62,2619,0.40303123,0.00027074222,,,,,,,,,
63,2629,0.416874,0.00027169927,,,,,,,,,
64,2639,0.42787212,0.00027265627,,,,,,,,,
65,2649,0.3998378,0.00027361332,,,,,,,,,
66,2659,0.39942086,0.00027457037,,,,,,,,,
67,2669,0.38591617,0.00027552736,,,,,,,,,
68,2679,0.41279775,0.0002764844,,,,,,,,,
69,2689,0.42554194,0.00027744146,,,,,,,,,
70,2699,0.4270568,0.00027839845,,,,,,,,,
71,2709,0.4217542,0.0002793555,,,,,,,,,
72,2719,0.39963573,0.00028031255,,,,,,,,,
73,2729,0.3974976,0.00028126955,,,,,,,,,
74,2739,0.41352573,0.0002822266,,,,,,,,,
75,2749,0.40401202,0.00028318365,,,,,,,,,
76,2759,0.41765022,0.00028414064,,,,,,,,,
77,2769,0.4154457,0.0002850977,,,,,,,,,
78,2779,0.39830124,0.00028605474,,,,,,,,,
79,2789,0.4090921,0.00028701173,,,,,,,,,
80,2799,0.42268163,0.00028796878,,,,,,,,,
81,2809,0.43638808,0.00028892583,,,,,,,,,
82,2819,0.42532578,0.00028988282,,,,,,,,,
83,2829,0.41718012,0.00029083987,,,,,,,,,
84,2839,0.41171962,0.00029179693,,,,,,,,,
85,2849,0.41108492,0.00029275392,,,,,,,,,
86,2859,0.39544603,0.00029371097,,,,,,,,,
87,2869,0.3934279,0.00029466802,,,,,,,,,
88,2879,0.4370886,0.00029562507,,,,,,,,,
89,2889,0.40113282,0.00029658206,,,,,,,,,
90,2899,0.40387392,0.0002975391,,,,,,,,,
91,2909,0.41163513,0.00029849616,,,,,,,,,
92,2919,0.40364632,0.00029945315,,,,,,,,,
93,2929,0.39229,0.0003004102,,,,,,,,,
94,2939,0.4289673,0.00030136725,,,,,,,,,
95,2949,0.4140182,0.00030232425,,,,,,,,,
96,2959,0.4531333,0.0003032813,,,,,,,,,
97,2969,0.41567114,0.00030423835,,,,,,,,,
98,2979,0.41301847,0.00030519534,,,,,,,,,
0,2989,0.40147647,0.0003061524,,,,,,,,,
1,2999,0.40696466,0.00030710944,,,,,,,,,
2,3009,0.38720232,0.00030806643,,,,,,,,,
3,3019,0.41253632,0.00030902348,,,,,,,,,
4,3029,0.389379,0.00030998053,,,,,,,,,
5,3039,0.42327142,0.00031093752,,,,,,,,,
6,3049,0.41197908,0.00031189458,,,,,,,,,
7,3059,0.39309087,0.00031285163,,,,,,,,,
8,3069,0.41574356,0.00031380862,,,,,,,,,
9,3079,0.39321458,0.00031476567,,,,,,,,,
10,3089,0.3746613,0.00031572272,,,,,,,,,
11,3099,0.3973391,0.0003166797,,,,,,,,,
12,3109,0.42849654,0.00031763676,,,,,,,,,
13,3119,0.38622603,0.0003185938,,,,,,,,,
14,3129,0.39806595,0.0003195508,,,,,,,,,
15,3139,0.4084069,0.00032050785,,,,,,,,,
16,3149,0.38533473,0.0003214649,,,,,,,,,
17,3159,0.39690343,0.0003224219,,,,,,,,,
18,3169,0.38044307,0.00032337895,,,,,,,,,
19,3179,0.41061035,0.000324336,,,,,,,,,
20,3189,0.42915368,0.000325293,,,,,,,,,
21,3199,0.39650688,0.00032625004,,,,,,,,,
22,3209,0.40021664,0.0003272071,,,,,,,,,
23,3219,0.3949108,0.00032816408,,,,,,,,,
24,3229,0.39607573,0.00032912113,,,,,,,,,
25,3239,0.41880813,0.00033007818,,,,,,,,,
26,3249,0.41372916,0.00033103517,,,,,,,,,
27,3259,0.3860795,0.00033199223,,,,,,,,,
28,3269,0.4192198,0.00033294928,,,,,,,,,
29,3279,0.394179,0.00033390627,,,,,,,,,
30,3289,0.41331205,0.00033486332,,,,,,,,,
31,3299,0.42300057,0.00033582037,,,,,,,,,
32,3309,0.3831008,0.00033677736,,,,,,,,,
33,3319,0.40548712,0.0003377344,,,,,,,,,
